0, 0, 356, 132, 0, 0
0, 0, 356, 135, 0, 0
0, 0, 354, 135, 0, 0
0, 0, 354, 135, 0, 0
0, 0, 356, 135, 0, 0
0, 0, 356, 135, 0, 0
0, 0, 356, 131, 0, 0
0, 0, 354, 187, 0, 0
0, 0, 354, 187, 0, 0
0, 0, 357, 133, 0, 0
0, 0, 356, 129, 0, 0
0, 0, 356, 131, 0, 0
0, 0, 356, 129, 0, 0
0, 0, 356, 129, 0, 0
0, 0, 356, 127, 0, 0
0, 0, 356, 184, 0, 0
0, 0, 356, 184, 0, 0
0, 0, 358, 188, 0, 0
0, 0, 358, 184, 0, 0
0, 0, 356, 187, 0, 0
0, 0, 356, 187, 0, 0
0, 0, 358, 188, 0, 0
0, 0, 357, 191, 0, 0
0, 0, 357, 187, 0, 0
0, 0, 357, 187, 0, 0
0, 0, 357, 184, 0, 0
0, 0, 357, 184, 0, 0
0, 0, 358, 181, 0, 0
0, 0, 358, 181, 0, 0
0, 0, 358, 178, 0, 0
0, 0, 356, 127, 0, 0
0, 0, 356, 127, 0, 0
0, 0, 356, 127, 0, 0
0, 0, 358, 181, 0, 0
0, 0, 357, 187, 0, 0
0, 0, 357, 184, 0, 0
0, 0, 356, 129, 0, 0
0, 0, 356, 184, 0, 0
0, 0, 356, 184, 0, 0
0, 0, 355, 126, 0, 0
0, 0, 354, 132, 0, 0
0, 0, 353, 187, 0, 0
0, 0, 354, 132, 0, 0
0, 0, 356, 132, 0, 0
0, 0, 356, 132, 0, 0
0, 0, 354, 132, 0, 0
0, 0, 354, 132, 0, 0
0, 0, 354, 134, 0, 0
0, 0, 354, 134, 0, 0
0, 0, 354, 134, 0, 0
0, 0, 353, 193, 0, 0
0, 0, 353, 190, 0, 0
0, 0, 352, 196, 0, 0
0, 0, 354, 196, 0, 0
0, 0, 354, 187, 0, 0
0, 0, 354, 190, 0, 0
0, 0, 352, 187, 0, 0
0, 0, 354, 184, 0, 0
0, 0, 354, 187, 0, 0
0, 0, 354, 184, 0, 0
0, 0, 354, 184, 0, 0
0, 0, 354, 187, 0, 0
0, 0, 352, 187, 0, 0
0, 0, 352, 187, 0, 0
0, 0, 354, 184, 0, 0
0, 0, 352, 184, 0, 0
0, 0, 353, 181, 0, 0
0, 0, 353, 178, 0, 0
0, 0, 351, 184, 0, 0
