-66 , -62 , -60 , -73
-77 , -55 , -58 , -60
-74 , -54 , -60 , -75
-69 , -54 , -61 , -65
-74 , -55 , -60 , -59
-69 , -54 , -56 , -67
-66 , -60 , -59 , -73
-69 , -55 , -58 , -60
-65 , -56 , -61 , -70
-67 , -57 , -59 , -71
-66 , -59 , -60 , -72
-70 , -62 , -61 , -72
-66 , -56 , -60 , -70
-66 , -59 , -60 , -72
-69 , -54 , -60 , -67
-72 , -54 , -60 , -72
-72 , -62 , -62 , -72
-66 , -56 , -60 , -71
-73 , -53 , -61 , -65
-66 , -57 , -60 , -71
-71 , -62 , -62 , -72
-72 , -54 , -60 , -72
-66 , -56 , -60 , -71
-66 , -53 , -60 , -73
-67 , -56 , -60 , -61
-67 , -57 , -56 , -65
-73 , -58 , -58 , -59
-70 , -56 , -57 , -59
-67 , -57 , -56 , -64
-69 , -56 , -60 , -60
-67 , -59 , -57 , -64
-69 , -55 , -61 , -69
-65 , -56 , -61 , -72
-74 , -58 , -60 , -71
-69 , -53 , -61 , -67
-71 , -55 , -59 , -67
-68 , -54 , -61 , -65
-67 , -55 , -62 , -61
-76 , -57 , -57 , -72
-69 , -58 , -61 , -68
-70 , -53 , -57 , -72
-69 , -62 , -63 , -67
-69 , -62 , -63 , -65
-71 , -53 , -61 , -62
-66 , -54 , -62 , -73
-68 , -61 , -63 , -74
-74 , -61 , -62 , -65
-68 , -54 , -59 , -60
-67 , -55 , -61 , -63
-67 , -54 , -61 , -74
-70 , -60 , -61 , -65
-70 , -55 , -61 , -69
-70 , -53 , -56 , -58
-71 , -56 , -62 , -65
-67 , -54 , -61 , -67
-68 , -58 , -58 , -75
-76 , -62 , -62 , -65
-67 , -55 , -62 , -72
-67 , -61 , -62 , -75
-67 , -58 , -61 , -64
-69 , -56 , -62 , -74
-66 , -61 , -57 , -60
-67 , -58 , -59 , -62
-67 , -56 , -61 , -65
-69 , -56 , -61 , -66
-66 , -54 , -61 , -68
-67 , -53 , -59 , -62
-66 , -56 , -63 , -74
-69 , -61 , -59 , -72
-70 , -58 , -61 , -68
-68 , -56 , -61 , -68
-69 , -53 , -61 , -64
-70 , -54 , -60 , -68
-77 , -53 , -61 , -68
-72 , -53 , -61 , -72
-69 , -53 , -61 , -68
-67 , -56 , -58 , -61
-74 , -59 , -61 , -73
-66 , -60 , -59 , -60
-66 , -55 , -59 , -62
-72 , -56 , -59 , -62
-71 , -56 , -61 , -66
-77 , -53 , -62 , -72
-70 , -61 , -61 , -73
-66 , -54 , -61 , -62
-71 , -54 , -62 , -66
-69 , -61 , -63 , -65
-67 , -55 , -61 , -65
-71 , -54 , -61 , -72
-69 , -61 , -62 , -70
-70 , -61 , -60 , -63
-67 , -54 , -61 , -62
-69 , -56 , -57 , -61
-72 , -53 , -57 , -61
-69 , -58 , -60 , -73
-73 , -59 , -63 , -72
-70 , -55 , -62 , -66
-70 , -62 , -62 , -66
-73 , -62 , -62 , -61
-68 , -54 , -60 , -63
-68 , -54 , -61 , -66
-70 , -55 , -61 , -68
-71 , -54 , -60 , -59
-72 , -54 , -56 , -61
-69 , -55 , -61 , -66
-66 , -54 , -57 , -73
-71 , -62 , -60 , -66
-66 , -59 , -60 , -72
-67 , -61 , -62 , -74
-68 , -53 , -61 , -75
-70 , -61 , -61 , -62
-67 , -61 , -57 , -72
-70 , -61 , -62 , -73
-67 , -58 , -63 , -72
-68 , -60 , -62 , -63
-67 , -61 , -58 , -65
-70 , -61 , -61 , -64
-70 , -56 , -61 , -66
-75 , -55 , -62 , -67
-68 , -54 , -60 , -72
-71 , -55 , -61 , -65
-69 , -61 , -61 , -66
-66 , -54 , -60 , -73
-71 , -54 , -63 , -75
-67 , -55 , -60 , -66
-68 , -62 , -61 , -66
-65 , -60 , -60 , -66
-68 , -53 , -61 , -64
-67 , -54 , -60 , -75
-66 , -56 , -61 , -65
-68 , -56 , -61 , -75
-66 , -62 , -57 , -74
-67 , -56 , -60 , -65
-71 , -61 , -60 , -74
-67 , -58 , -62 , -74
-68 , -58 , -61 , -66
-73 , -62 , -61 , -65
-68 , -54 , -56 , -65
-70 , -56 , -56 , -63
-66 , -54 , -58 , -70
-70 , -55 , -61 , -68
-67 , -56 , -61 , -73
-75 , -56 , -60 , -72
-66 , -54 , -61 , -76
-70 , -53 , -60 , -71
-77 , -57 , -61 , -74
-70 , -61 , -59 , -66
-73 , -60 , -62 , -71
-72 , -54 , -61 , -61
-67 , -58 , -57 , -59
-69 , -54 , -56 , -68
-68 , -56 , -61 , -65
-71 , -56 , -61 , -65
-72 , -54 , -60 , -59
-66 , -54 , -56 , -67
-71 , -56 , -61 , -75
-71 , -54 , -60 , -68
-72 , -56 , -60 , -72
-68 , -57 , -61 , -68
-67 , -60 , -60 , -68
-66 , -55 , -60 , -65
-68 , -61 , -61 , -62
-69 , -55 , -58 , -74
-71 , -55 , -61 , -64
-75 , -54 , -61 , -62
-69 , -58 , -60 , -59
-76 , -61 , -56 , -71
-66 , -54 , -61 , -73
-71 , -54 , -63 , -71
-75 , -54 , -60 , -67
-66 , -62 , -60 , -73
-75 , -53 , -60 , -74
-68 , -58 , -57 , -71
-72 , -54 , -63 , -67
-74 , -59 , -61 , -65
-70 , -62 , -61 , -69
-67 , -54 , -61 , -71
-72 , -56 , -60 , -72
-71 , -56 , -61 , -65
-72 , -55 , -61 , -69
-71 , -54 , -62 , -59
-66 , -61 , -60 , -69
-68 , -54 , -56 , -69
-70 , -55 , -60 , -74
-68 , -56 , -60 , -63
-73 , -55 , -61 , -68
-72 , -60 , -61 , -72
-67 , -53 , -62 , -61
-71 , -62 , -60 , -74
-68 , -55 , -62 , -74
-67 , -55 , -61 , -62
-69 , -54 , -60 , -61
-65 , -61 , -60 , -66
-70 , -60 , -62 , -67
-68 , -54 , -61 , -73
-68 , -55 , -63 , -73
-75 , -54 , -59 , -72
-67 , -56 , -62 , -68
-74 , -62 , -61 , -61
-70 , -58 , -56 , -72
-68 , -61 , -61 , -74
-68 , -58 , -61 , -61
-67 , -54 , -57 , -64
-71 , -59 , -61 , -68
-66 , -54 , -58 , -69
-66 , -61 , -60 , -69
-68 , -55 , -60 , -59
-67 , -56 , -57 , -72
-68 , -55 , -61 , -72
-71 , -55 , -60 , -66
-67 , -55 , -61 , -63
-70 , -54 , -61 , -61
-66 , -57 , -58 , -68
-67 , -53 , -61 , -67
-69 , -54 , -61 , -74
-70 , -58 , -61 , -72
-67 , -56 , -62 , -73
-66 , -54 , -60 , -74
-73 , -61 , -61 , -72
-69 , -59 , -62 , -61
-67 , -59 , -56 , -62
-73 , -61 , -58 , -71
-67 , -58 , -60 , -60
-67 , -56 , -57 , -65
-66 , -62 , -61 , -73
-71 , -54 , -60 , -67
-67 , -61 , -61 , -74
-68 , -52 , -61 , -66
-67 , -54 , -61 , -73
-72 , -54 , -60 , -69
-74 , -60 , -60 , -74
-69 , -54 , -61 , -74
-72 , -60 , -60 , -67
-68 , -55 , -61 , -66
-71 , -62 , -62 , -72
-67 , -55 , -61 , -60
-69 , -53 , -57 , -65
-75 , -59 , -60 , -69
-70 , -54 , -61 , -71
-67 , -54 , -57 , -60
-70 , -55 , -60 , -66
-66 , -62 , -60 , -73
-72 , -57 , -56 , -59
-69 , -58 , -60 , -67
-69 , -54 , -61 , -73
-71 , -54 , -60 , -62
-71 , -56 , -61 , -65
-70 , -56 , -60 , -70
-66 , -60 , -57 , -60
-70 , -54 , -63 , -73
-65 , -54 , -62 , -72
-71 , -54 , -61 , -66
-72 , -62 , -56 , -62
-66 , -61 , -58 , -71
-73 , -56 , -60 , -70
-65 , -62 , -61 , -64
-68 , -55 , -60 , -71
-70 , -55 , -60 , -72
-71 , -55 , -60 , -73
-73 , -53 , -60 , -72
-67 , -57 , -62 , -65
-70 , -53 , -62 , -65
-75 , -54 , -61 , -71
-66 , -58 , -61 , -65
-68 , -54 , -57 , -59
-69 , -54 , -63 , -73
-70 , -60 , -61 , -71
-67 , -54 , -59 , -60
-64 , -61 , -62 , -67
-67 , -62 , -60 , -67
-64 , -55 , -63 , -73
-69 , -53 , -60 , -66
-69 , -62 , -56 , -65
-66 , -62 , -62 , -66
-71 , -55 , -60 , -66
-66 , -55 , -60 , -67
-69 , -54 , -60 , -65
-72 , -55 , -61 , -63
-73 , -55 , -60 , -62
-67 , -55 , -57 , -65
-70 , -54 , -62 , -62
-67 , -54 , -58 , -63
-69 , -58 , -60 , -61
-68 , -54 , -60 , -59
-66 , -58 , -57 , -60
-65 , -53 , -57 , -75
-73 , -55 , -61 , -59
-66 , -60 , -57 , -68
-74 , -61 , -60 , -74
-66 , -59 , -60 , -65
-70 , -54 , -60 , -61
-67 , -59 , -60 , -66
-65 , -53 , -61 , -61
-69 , -54 , -60 , -73
-66 , -55 , -64 , -70
-67 , -53 , -60 , -71
-69 , -55 , -62 , -74
-69 , -62 , -62 , -66
-70 , -57 , -62 , -73
-75 , -54 , -60 , -71
-66 , -62 , -63 , -60
-65 , -56 , -60 , -65
-72 , -57 , -59 , -61
-66 , -58 , -61 , -59
-66 , -55 , -59 , -61
-71 , -55 , -58 , -70
-66 , -54 , -59 , -72
-69 , -54 , -60 , -72
-71 , -58 , -62 , -72
-71 , -54 , -61 , -66
-71 , -58 , -61 , -61
-69 , -61 , -60 , -71
-67 , -60 , -60 , -60
-71 , -61 , -60 , -60
-67 , -54 , -57 , -75
-69 , -54 , -60 , -60
-69 , -57 , -60 , -74
-71 , -58 , -59 , -75
-65 , -55 , -63 , -73
-67 , -55 , -62 , -67
-69 , -60 , -62 , -60
-66 , -54 , -60 , -59
-69 , -54 , -57 , -72
-71 , -54 , -60 , -74
-71 , -59 , -60 , -65
-69 , -56 , -63 , -67
-73 , -58 , -61 , -68
-67 , -55 , -60 , -70
-65 , -61 , -60 , -61
-66 , -53 , -61 , -61
-70 , -54 , -57 , -59
-66 , -56 , -60 , -70
