-14 , 314
-56 , 422
-147 , 694
-1094 , 3465
492 , -1137
294 , -560
492 , -1137
220504566497325184 , -640391760598723200
393 , -849
690 , -1714
487 , -1137
491 , -1131
342 , -652
398 , -827
714 , -1665
205946106151469504 , -565832276275766784
-517 , 1701
-104 , 585
-71 , 501
-296 , 1161
-143 , 700
-1094 , 3465
-297 , 1168
-204 , 880
-105 , 591
-56 , 447
-9 , 335
13 , 289
23 , 268
-16 , 373
9 , 290
20 , 239
5 , 272
20 , 239
19 , 233
26 , 208
27 , 189
18 , 221
29 , 197
4 , 266
7 , 258
13 , 242
13 , 228
3 , 259
8 , 243
-7 , 272
0 , 237
-73 , 425
-115 , 569
-85 , 490
-51 , 386
-219 , 843
-87 , 503
-48 , 389
-14 , 325
-3 , 278
3 , 243
14 , 215
14 , 215
13 , 209
17 , 198
25 , 170
35 , 154
26 , 203
27 , 184
25 , 198
33 , 161
30 , 155
37 , 148
39 , 145
33 , 161
37 , 148
42 , 147
27 , 184
17 , 198
15 , 199
11 , 188
18 , 184
1 , 218
5 , 206
12 , 185
9 , 195
-10 , 226
-29 , 259
-2 , 196
0 , 186
0 , 186
7 , 162
16 , 154
5 , 188
14 , 178
8 , 179
5 , 170
16 , 159
20 , 145
18 , 152
12 , 152
18 , 152
17 , 174
24 , 151
28 , 143
26 , 145
31 , 130
42 , 129
37 , 147
39 , 141
37 , 144
44 , 141
37 , 144
23 , 178
13 , 228
27 , 196
33 , 177
32 , 218
34 , 197
26 , 208
32 , 188
32 , 188
22 , 214
14 , 248
-13 , 333
-73 , 515
-47 , 452
-27 , 359
-100 , 591
-78 , 515
-52 , 452
-51 , 399
-54 , 410
-17 , 310
0 , 234
7 , 209
5 , 234
15 , 220
22 , 214
26 , 196
12 , 248
6 , 249
1 , 266
11 , 233
0 , 278
-8 , 301
13 , 264
2 , 284
-9 , 286
6 , 265
28 , 201
36 , 179
30 , 175
43 , 164
33 , 211
30 , 206
34 , 194
26 , 207
16 , 229
26 , 207
37 , 200
45 , 185
44 , 177
39 , 178
37 , 187
38 , 191
48 , 172
39 , 164
43 , 163
34 , 179
48 , 162
39 , 164
43 , 163
40 , 157
43 , 149
43 , 163
37 , 171
35 , 158
35 , 158
39 , 145
33 , 161
40 , 153
45 , 135
48 , 140
52 , 157
43 , 173
43 , 159
37 , 148
44 , 141
28 , 177
33 , 177
36 , 168
47 , 170
49 , 161
39 , 180
35 , 166
38 , 157
39 , 180
36 , 195
28 , 207
31 , 213
40 , 184
50 , 168
40 , 205
36 , 229
40 , 216
39 , 210
47 , 198
50 , 188
53 , 178
51 , 169
48 , 178
32 , 207
27 , 227
32 , 213
40 , 189
32 , 201
40 , 184
19 , 234
17 , 256
28 , 231
-8 , 332
9 , 277
2 , 271
14 , 251
9 , 236
9 , 252
9 , 236
23 , 208
28 , 207
9 , 252
5 , 259
-8 , 301
4 , 278
20 , 240
24 , 213
36 , 190
31 , 207
26 , 192
26 , 192
39 , 178
36 , 173
35 , 158
33 , 146
39 , 145
32 , 152
42 , 147
39 , 141
37 , 148
24 , 155
26 , 149
24 , 156
22 , 162
17 , 179
22 , 162
18 , 156
14 , 153
10 , 167
14 , 171
19 , 181
5 , 211
11 , 191
10 , 205
9 , 170
19 , 160
12 , 156
20 , 149
22 , 162
17 , 179
15 , 164
24 , 159
28 , 162
32 , 152
22 , 147
22 , 162
18 , 156
14 , 149
32 , 149
31 , 132
32 , 149
37 , 148
33 , 143
41 , 135
45 , 133
41 , 148
43 , 143
40 , 137
48 , 137
40 , 153
37 , 148
35 , 155
35 , 173
23 , 183
23 , 183
10 , 223
1 , 266
-8 , 267
7 , 241
16 , 222
21 , 204
24 , 193
21 , 185
31 , 168
31 , 168
25 , 159
30 , 179
30 , 174
29 , 176
7 , 222
8 , 200
-12 , 267
-19 , 251
-53 , 359
-162 , 697
-131 , 570
-237 , 828
-237 , 828
-136 , 562
-80 , 440
-38 , 326
-44 , 356
-50 , 357
-35 , 302
-63 , 394
-180 , 687
-242 , 845
-173 , 680
-92 , 504
-54 , 396
-30 , 327
-35 , 321
-58 , 345
-41 , 321
-32 , 295
-59 , 352
-65 , 390
-40 , 314
-46 , 352
-51 , 345
-120 , 578
-76 , 437
-38 , 361
-29 , 321
-5 , 247
5 , 216
22 , 185
25 , 176
39 , 145
33 , 145
22 , 185
27 , 167
29 , 155
33 , 165
18 , 160
47 , 160
34 , 189
40 , 169
27 , 175
35 , 155
39 , 141
33 , 141
33 , 141
32 , 148
36 , 164
31 , 165
21 , 204
15 , 199
21 , 185
18 , 177
19 , 194
2 , 210
-6 , 237
-9 , 209
4 , 186
4 , 186
2 , 216
4 , 291
15 , 241
10 , 275
16 , 281
10 , 275
21 , 255
-12 , 353
-12 , 353
-5 , 323
-47 , 452
-47 , 446
-31 , 399
-47 , 452
-51 , 441
-97 , 581
-205 , 840
-75 , 488
-36 , 383
-1158 , 3304
-105 , 567
-58 , 430
-78 , 476
-22 , 347
-24 , 338
-104 , 551
-32 , 382
4 , 295
-7 , 315
-11 , 316
-56 , 448
-147 , 702
-310 , 1152
-79 , 522
2 , 370
6 , 334
-52 , 447
-86 , 568
-17 , 384
7 , 317
1 , 355
8 , 325
-93 , 570
-512 , 1666
-1138 , 3306
-299 , 1117
