1670598712042,8401,-70,-32,-12,-75,37,6502
1670598712042,8401,-82,14,8,-72,37,6503
1670598712045,8401,-68,-24,34,-66,39,6501
1670598712051,8401,-77,46,40,-83,37,6504
1670598712060,8401,-69,-24,34,-78,37,6501
1670598712074,8401,-76,14,8,-65,39,6503
1670598712077,8401,-70,-32,-12,-71,38,6502
1670598712083,8401,-75,46,40,-77,38,6504
1670598712090,8401,-71,-26,34,-81,38,6501
1670598712098,8401,-84,14,8,-72,37,6503
1670598712099,8401,-70,-32,-12,-69,39,6502
1670598712107,8401,-65,46,40,-73,39,6504
1670598712114,8401,-70,-32,-12,-75,37,6502
1670598712117,8401,-69,-32,34,-66,39,6501
1670598712124,8401,-78,14,8,-73,38,6503
1670598712131,8401,-73,-48,34,-77,38,6501
1670598712137,8401,-77,14,8,-64,39,6503
1670598712137,8401,-65,46,40,-73,39,6504
1670598712145,8401,-71,-32,-12,-71,38,6502
1670598712153,8401,-75,46,40,-83,37,6504
1670598712162,8401,-68,-48,34,-65,39,6501
1670598712164,8401,-86,14,6,-71,37,6503
1670598712185,8401,-71,44,40,-74,38,6504
1670598712187,8401,-72,-48,34,-77,37,6501
1670598712193,8401,-77,-32,-12,-69,39,6502
1670598712199,8401,-80,14,6,-73,38,6503
1670598712201,8401,-76,44,40,-85,37,6504
1670598712216,8401,-78,-50,34,-78,38,6501
1670598712216,8401,-69,-32,-12,-73,37,6502
1670598712222,8401,-74,14,6,-64,39,6503
1670598712237,8401,-85,14,4,-74,37,6503
1670598712240,8401,-68,-50,34,-64,39,6501
1670598712242,8401,-72,-32,-14,-71,38,6502
1670598712257,8401,-76,44,40,-85,37,6504
1670598712264,8401,-71,-52,34,-79,37,6501
1670598712267,8401,-83,16,4,-74,38,6503
1670598712271,8401,-80,-32,-14,-72,39,6502
1670598712277,8401,-89,-52,34,-77,38,6501
1670598712285,8401,-70,44,40,-72,38,6504
1670598712294,8401,-72,16,4,-63,39,6503
