X,Y,AVG Error,STDDev
120,120,235.59061410266534,77.04858755987034
120,180,99.06440745969485,56.919396745290584
120,240,169.2465691408722,19.422787674527786
120,300,216.5984729929965,15.654963661703585
120,360,248.3636142993384,23.955245312543898
120,420,227.3623626630536,123.94577639075959
120,480,500.87020540559564,41.75846548591327
180,120,261.91195941345313,33.165026570567484
180,180,217.49777209549987,14.867047773118802
180,240,146.49675079303654,8.496254776404529
180,300,104.68025438904728,8.564261024348669
180,360,241.07792558657292,10.158067750008481
180,420,280.7458510222692,25.115747997343984
180,480,86.84083873426114,30.77515738529655
240,120,354.4308705170607,60.94453619421669
240,180,96.59481846549573,23.319245990866236
240,240,157.42358811255596,7.111975323879677
240,300,114.25297903137776,5.388373375600012
240,360,138.46004433502034,6.999762729497133
240,420,162.97729271964366,30.984122213521648
240,480,526.5199778016147,174.84246289348448
300,120,156.3921824188871,16.450613878255773
300,180,46.5802099968307,10.128698277486478
300,240,120.6537787237898,6.304900387752332
300,300,45.71510671672294,14.30443998631536
300,360,25.399602613862715,10.976730186691716
300,420,95.07039431257708,4.9162733684493904
300,480,272.2337092686984,112.06375060534536
360,120,46.2248573965012,8.808553721340623
360,180,103.23852440833984,13.791266754647241
360,240,190.19004868057291,27.338250962716938
360,300,68.5433866637823,4.949740916564092
360,360,52.43547705106181,5.003843537167964
360,420,175.67067611697348,107.47786584567818
360,480,166.52460086959982,9.6701279704429
420,120,197.640686992358,13.008488423981715
420,180,81.50311052425093,11.205631728398057
420,240,41.77955893767406,9.61276330522027
420,300,28.024040291354602,7.2312579133299915
420,360,57.347999750793576,10.70908150714488
420,420,291.0358167993235,60.00727598091783
420,480,296.66205615490713,19.409822875738303
480,120,109.62913009721451,8.19892137523901
480,180,51.75025698036906,9.246947779355882
480,240,46.77608160962275,16.440930752083016
480,300,22.409945977777273,8.448206915613568
480,360,133.85036318108206,7.687478429348571
480,480,105.56718391576459,23.219151126434923
540,120,147.11434796431843,10.876014950141672
540,180,18.782842053479154,4.646492508824219
540,240,69.37847791777872,20.062530217841235
540,300,40.86991092090593,10.02693127937294
540,360,61.45922465237263,7.0065456030342785
540,420,110.37357054660082,49.58866700856247
540,480,208.20700914346347,9.463534850704976
600,120,23.181423365487895,14.529267582805934
600,180,22.66222559558579,4.6146837012457205
600,240,180.0307377894281,17.54058741186759
600,300,35.200438391027376,5.9891767197447425
600,360,72.43667566344496,7.811975871065261
600,420,126.00052866309792,28.517865978449834
600,480,124.13484215834114,46.16066278243831
660,120,112.13062469253705,28.60734624366783
660,180,37.75127107622968,4.648024452588968
660,240,73.9694477416135,6.957676715743474
660,300,51.95138563851546,5.7506362959175705
660,360,60.89910847660292,9.945795081366825
660,420,104.8060132836144,11.110438283593904
660,480,120.58280960648894,18.56947376132488
720,120,37.44420303510008,5.760856784809908
720,180,200.46347668096928,36.27692280223023
720,240,61.77102861663514,19.640291473335356
720,300,68.31092640714938,12.590378794303982
720,420,144.61982424037797,7.405355453654901
720,480,172.8066489360284,11.478428703802063
780,120,87.42690450234022,5.222750180203047
780,180,31.65273029215746,9.661452792079904
780,240,49.596293659868955,6.427244199148016
780,300,61.87985642913617,2.8570194903368176
780,360,84.21600959197067,13.313892264579021
780,420,28.133217971096542,13.044854984599857
780,480,123.4821893071831,9.258191218290081
840,120,39.230716119378975,3.825218505248362
840,180,55.59295733708242,4.5246627025830355
840,300,169.59596512194315,9.930319829475124
840,360,85.68966516986677,9.076096584911296
840,420,65.65678541924574,8.32924632152118
840,480,145.71166537510268,80.83575159706893
900,120,526.0864222559867,157.86312317024118
900,180,108.17283634513761,2.7641893823171673
900,240,89.26242039861407,6.298142905964843
900,300,79.94802898109475,4.746628225109238
900,360,138.32861561967394,9.94645838976371
900,420,19.913631375100504,9.904178730604619
900,480,552.0,6.731062181165576e+16
960,120,393.033562081838,91.84277445183292
960,180,172.6948059401429,8.114073468270346
960,240,552.0,4.030857889178138e+16
960,360,61.681486974783574,27.507137594917833
960,420,118.93610167133751,4.411356171865974
960,480,102.41948561183979,68.26510827120565
1020,120,552.0,131.29651785428265
1020,180,160.42163454345334,11.601954767680677
1020,240,134.02139700005245,5.531854715637581
1020,300,75.20158400225675,9.025349785092173
1020,360,185.0014169302744,5.154980683680065
1020,420,197.6853758449467,15.403614971542154
1020,480,145.8444254191206,124.83458101875777
1080,120,326.59095125876263,17.716308972281073
1080,180,264.50774242584004,18.398817597197688
1080,240,110.91145641183631,16.825763980147602
1080,300,234.50139048987015,5.0244466276526
1080,360,292.6130515356194,8.188630973299142
1080,420,552.0,5.628723068486213e+16
1080,480,552.0,1.3675738065764416e+16
