181 , 216
179 , 217
178 , 214
178 , 214
178 , 214
178 , 214
179 , 217
179 , 215
179 , 217
179 , 214
180 , 215
181 , 215
181 , 212
179 , 212
179 , 214
181 , 215
179 , 215
181 , 271
181 , 273
181 , 222
179 , 276
183 , 223
181 , 274
181 , 274
183 , 225
182 , 278
182 , 277
181 , 275
183 , 277
183 , 273
185 , 220
183 , 272
183 , 272
181 , 217
183 , 215
183 , 217
183 , 215
183 , 215
181 , 215
181 , 217
180 , 217
183 , 217
183 , 217
183 , 217
183 , 216
182 , 218
183 , 215
182 , 217
182 , 220
183 , 219
182 , 224
181 , 275
180 , 277
180 , 279
179 , 229
177 , 233
178 , 286
179 , 233
179 , 233
178 , 283
179 , 228
179 , 229
178 , 281
179 , 227
179 , 276
179 , 278
178 , 222
180 , 222
183 , 277
181 , 274
181 , 276
183 , 218
183 , 273
183 , 271
185 , 215
183 , 271
183 , 272
183 , 272
181 , 217
183 , 272
180 , 220
181 , 273
179 , 218
179 , 218
178 , 219
178 , 217
180 , 216
180 , 216
181 , 213
181 , 215
183 , 213
181 , 215
181 , 212
183 , 211
185 , 268
185 , 269
183 , 274
183 , 272
183 , 271
183 , 272
183 , 222
181 , 224
182 , 279
180 , 225
180 , 222
182 , 222
183 , 217
185 , 219
187 , 215
187 , 214
187 , 214
185 , 214
187 , 213
188 , 212
187 , 212
187 , 210
188 , 210
186 , 210
187 , 214
185 , 212
185 , 213
185 , 213
189 , 211
187 , 212
188 , 212
185 , 214
185 , 214
189 , 215
187 , 213
187 , 216
188 , 270
188 , 270
187 , 213
190 , 267
186 , 269
187 , 213
190 , 271
189 , 213
188 , 271
187 , 214
189 , 273
187 , 274
187 , 275
186 , 216
187 , 274
188 , 216
188 , 212
184 , 213
186 , 216
186 , 214
184 , 216
185 , 274
185 , 274
187 , 272
187 , 273
188 , 212
188 , 207
186 , 209
188 , 211
188 , 209
186 , 208
186 , 266
188 , 209
188 , 209
188 , 209
184 , 208
184 , 209
188 , 210
186 , 208
188 , 212
190 , 214
190 , 213
188 , 215
190 , 216
192 , 215
188 , 217
186 , 220
188 , 221
188 , 221
190 , 217
186 , 219
188 , 219
188 , 217
188 , 220
188 , 221
188 , 220
190 , 218
190 , 219
188 , 216
188 , 216
186 , 218
184 , 221
183 , 220
186 , 221
186 , 221
184 , 221
187 , 225
185 , 226
185 , 228
185 , 228
183 , 229
183 , 228
181 , 225
183 , 223
185 , 221
185 , 223
185 , 221
183 , 223
185 , 223
185 , 221
185 , 223
185 , 221
183 , 216
186 , 218
184 , 219
186 , 218
187 , 222
187 , 224
185 , 224
187 , 224
187 , 222
189 , 220
189 , 220
187 , 272
187 , 274
189 , 272
187 , 273
187 , 271
189 , 271
187 , 270
185 , 273
185 , 273
182 , 221
181 , 219
183 , 274
182 , 220
182 , 220
180 , 217
180 , 219
182 , 216
183 , 216
181 , 216
179 , 214
182 , 218
182 , 219
183 , 218
181 , 218
181 , 275
181 , 276
180 , 224
179 , 279
180 , 225
178 , 226
179 , 228
182 , 226
180 , 224
182 , 226
182 , 225
182 , 225
180 , 225
180 , 224
181 , 223
184 , 219
183 , 216
184 , 217
183 , 214
182 , 216
181 , 211
185 , 212
183 , 211
181 , 214
183 , 269
181 , 213
181 , 214
183 , 215
181 , 214
183 , 269
181 , 216
182 , 217
180 , 219
182 , 218
181 , 215
186 , 218
182 , 219
182 , 220
182 , 219
182 , 218
187 , 214
189 , 215
187 , 213
185 , 213
185 , 215
189 , 269
187 , 268
186 , 212
187 , 217
187 , 219
185 , 218
186 , 219
185 , 221
185 , 226
187 , 223
188 , 220
186 , 222
186 , 222
188 , 224
188 , 222
186 , 219
188 , 216
188 , 217
188 , 219
189 , 215
187 , 217
187 , 222
187 , 217
186 , 218
185 , 220
186 , 222
186 , 220
188 , 220
186 , 220
186 , 223
188 , 221
188 , 222
188 , 221
188 , 220
190 , 221
190 , 222
186 , 222
184 , 222
186 , 221
186 , 219
186 , 217
188 , 219
188 , 216
188 , 215
188 , 217
188 , 217
188 , 217
190 , 217
192 , 218
190 , 220
188 , 222
188 , 221
186 , 220
186 , 221
188 , 220
190 , 221
187 , 224
190 , 222
190 , 222
187 , 222
187 , 224
187 , 225
185 , 275
185 , 274
187 , 225
187 , 225
187 , 221
188 , 222
186 , 220
185 , 225
183 , 224
185 , 223
185 , 223
187 , 224
186 , 221
187 , 223
186 , 221
186 , 222
184 , 219
184 , 215
182 , 217
182 , 219
184 , 221
184 , 220
184 , 220
184 , 220
184 , 221
183 , 220
183 , 218
184 , 218
184 , 216
184 , 216
184 , 214
186 , 216
186 , 218
190 , 217
188 , 219
187 , 221
186 , 220
188 , 219
188 , 219
188 , 224
185 , 220
183 , 222
185 , 225
185 , 224
185 , 223
185 , 225
185 , 223
187 , 223
185 , 225
183 , 228
183 , 228
183 , 230
185 , 226
185 , 230
187 , 227
187 , 227
185 , 227
183 , 226
186 , 277
185 , 230
187 , 227
187 , 275
186 , 277
187 , 277
186 , 277
187 , 227
187 , 226
185 , 226
183 , 227
184 , 278
184 , 279
186 , 279
184 , 229
184 , 229
184 , 230
184 , 230
184 , 229
