1670600262274,NaN,240,480
1670600264990,1670600326034,240,360
1670600328759,NaN,240,240
1670600331302,NaN,240,120
1670600333823,1670600395465,360,120
1670600398046,NaN,480,120
1670600400737,NaN,600,120
1670600403317,NaN,600,240
1670600405802,NaN,600,360
1670600408694,NaN,600,480
1670600411390,1670600472772,720,480
1670600475327,NaN,840,480
1670600477897,NaN,960,480
1670600480773,1670600541781,960,360
1670600544342,NaN,960,240
1670600546782,NaN,960,120
