1670597393814,8401,-92,14,-22,-69,38,6503
1670597393822,8401,-71,-52,0,-72,38,6501
1670597393825,8401,-69,-38,-18,-76,37,6502
1670597393829,8401,-75,44,12,-80,37,6504
1670597393836,8401,-70,14,-24,-65,39,6503
1670597393847,8401,-77,-52,0,-83,37,6501
1670597393855,8401,-65,44,12,-76,39,6504
1670597393857,8401,-81,-38,-18,-73,38,6502
1670597393862,8401,-74,14,-24,-71,37,6503
1670597393875,8401,-70,-52,0,-71,38,6501
1670597393882,8401,-70,-38,-18,-76,37,6502
1670597393882,8401,-76,44,12,-81,37,6504
1670597393885,8401,-88,14,-24,-68,38,6503
1670597393899,8401,-66,-52,0,-64,39,6501
1670597393900,8401,-74,14,-24,-72,37,6503
1670597393904,8401,-80,-38,-18,-73,38,6502
1670597393905,8401,-73,44,12,-74,38,6504
1670597393922,8401,-77,-52,-62,-83,37,6501
1670597393926,8401,-71,-38,-18,-76,37,6502
1670597393931,8401,-65,42,12,-75,39,6504
1670597393934,8401,-70,14,-24,-65,39,6503
1670597393950,8401,-67,-52,-62,-63,39,6501
1670597393954,8401,-78,-38,-20,-72,39,6502
1670597393955,8401,-73,42,12,-75,38,6504
1670597393961,8401,-78,-52,-62,-80,37,6501
1670597393961,8401,-74,14,-24,-72,37,6503
1670597393971,8401,-65,42,12,-74,39,6504
1670597393981,8401,-71,-38,-20,-76,37,6502
1670597393983,8401,-85,14,-24,-68,38,6503
1670597393991,8401,-70,-50,-62,-72,38,6501
1670597393998,8401,-76,42,12,-85,37,6504
1670597394003,8401,-80,-38,-20,-73,38,6502
1670597394009,8401,-70,14,-24,-66,39,6503
1670597394027,8401,-65,36,12,-74,39,6504
1670597394029,8401,-75,-38,-20,-71,39,6502
1670597394036,8401,-85,14,-24,-69,38,6503
1670597394047,8401,-82,-50,-62,-78,37,6501
1670597394049,8401,-70,14,-24,-66,39,6503
1670597394055,8401,-80,-38,-22,-73,38,6502
1670597394055,8401,-74,36,16,-76,38,6504
1670597394069,8401,-76,-38,-22,-71,39,6502
1670597394077,8401,-74,14,-26,-73,37,6503
1670597394095,8401,-71,-38,-22,-76,37,6502
1670597394096,8401,-81,-50,-62,-79,37,6501
1670597394096,8401,-66,34,16,-74,39,6504
1670597394106,8401,-70,14,-26,-67,39,6503
1670597394125,8401,-70,-38,-62,-66,39,6501
1670597394132,8401,-67,34,16,-74,39,6504
1670597394134,8401,-81,14,-24,-71,38,6503
