X,Y,Avg Error per XY,
240,360,93.62157870918435
240,240,140.03570973148243
240,120,275.0363612324741
360,120,96.42095207992918
480,120,85.14693182963201
600,120,282.1205416129779
600,240,82.28000972289685
600,360,197.3068675946177
600,480,41.23105625617661
720,480,105.3612832116238
840,480,51.92301994298868
960,480,552
960,360,172.13076424625552
960,240,178.46568297574746
960,120,180.08053753806934
Total AVG error
168.87741977893705
