GT time, NAN, PATH start, PATH end, GT x, GT y, PATH x, PATH y, PATH qx, PATH qy, distance
1670599160607, -1, 1670599160590, 1670599160612, 960, 240, 816, 111, 840, 120, 193.33132182861627
1670599163047, -1, 1670599163025, 1670599163054, 960, 360, 891, 371, 900, 360, 69.87131027825369
1670599165760, -1, 1670599165742, 1670599165760, 840, 360, 809, 301, 780, 300, 66.64833081180653
1670599167995, -1, 1670599167982, 1670599168003, 720, 360, 736, 372, 720, 360, 20.0
1670599170625, -1, 1670599170575, 1670599170633, 600, 360, 613, 311, 600, 300, 50.695167422546305
1670599173309, -1, 1670599173299, 1670599173385, 480, 360, 474, 292, 480, 300, 68.26419266350405
1670599175799, -1, 1670599175783, 1670599175809, 360, 360, 458, 343, 480, 360, 99.46356116689167
1670599179268, -1, 1670599179256, 1670599179278, 240, 240, 335, 214, 360, 240, 98.49365461794989
1670599181868, -1, 1670599181853, 1670599181885, 240, 120, 522, -50, 540, -60, 329.2779980502797
