+11 , -24 , -01 , +02
+11 , -24 , -01 , +02
+10 , -24 , -02 , +02
+10 , -24 , -01 , +02
+10 , -24 , -02 , +02
+10 , -24 , -02 , +02
+10 , -24 , -01 , +02
+10 , -24 , -01 , +02
+10 , -24 , -01 , +02
+10 , -24 , -02 , +02
+10 , -24 , -02 , +02
+10 , -24 , -02 , +02
+10 , -24 , -01 , +02
+10 , -24 , -01 , +02
+10 , -24 , -01 , +02
+10 , -24 , -01 , +02
+11 , -24 , -01 , +02
+11 , -23 , -01 , +02
+11 , -24 , -01 , +02
+11 , -24 , -02 , +02
+11 , -23 , -02 , +02
+11 , -23 , -02 , +02
+10 , -24 , -01 , +02
+10 , -24 , -02 , +02
+11 , -24 , -02 , +02
+11 , -24 , -02 , +02
+11 , -25 , -01 , +02
+11 , -25 , -01 , +02
+11 , -25 , -01 , +01
+11 , -25 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +02
+11 , -24 , +00 , +01
+12 , -24 , +00 , +01
+12 , -24 , +00 , +01
+12 , -24 , +00 , +01
+12 , -24 , +00 , +01
+12 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , -01 , +01
+12 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +01 , +01
+11 , -24 , +00 , +01
+11 , -24 , +01 , +01
+11 , -24 , +01 , +01
+11 , -24 , +00 , +02
+11 , -24 , +00 , +02
+11 , -24 , +00 , +02
+11 , -23 , -01 , +02
+11 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , +00 , +02
+10 , -24 , +00 , +02
+10 , -24 , +00 , +02
+10 , -24 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -24 , -01 , +02
+10 , -24 , +00 , +02
+10 , -24 , +00 , +02
+10 , -24 , +00 , +02
+10 , -24 , +00 , +02
+11 , -24 , +00 , +02
+11 , -24 , +01 , +02
+10 , -24 , +01 , +02
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +01 , +02
+11 , -24 , +01 , +01
+11 , -24 , +00 , +01
+11 , -24 , +01 , +01
+12 , -24 , +01 , +01
+12 , -24 , +00 , +01
+12 , -24 , +00 , +01
+12 , -24 , -01 , +01
+12 , -24 , -01 , +01
+12 , -24 , -01 , +01
+11 , -23 , -01 , +01
+11 , -23 , -01 , +01
+11 , -23 , -01 , +01
+11 , -23 , -01 , +01
+11 , -23 , -01 , +02
+11 , -23 , -01 , +02
+11 , -23 , -01 , +02
+10 , -24 , -01 , +02
+10 , -24 , -02 , +02
+10 , -24 , -01 , +02
+10 , -24 , -02 , +02
+10 , -24 , -02 , +02
+10 , -24 , -01 , +02
+10 , -24 , -01 , +02
+10 , -24 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -24 , +00 , +02
+11 , -24 , -01 , +02
+11 , -24 , -01 , +02
+11 , -24 , +00 , +01
+11 , -24 , +00 , +02
+11 , -24 , +00 , +02
+11 , -24 , +00 , +02
+10 , -24 , +03 , +02
+10 , -23 , +02 , +02
+11 , -23 , +02 , +02
+11 , -23 , +01 , +02
+11 , -23 , +01 , +02
+10 , -23 , +01 , +02
+10 , -23 , +01 , +02
+10 , -23 , +01 , +02
+10 , -23 , +01 , +02
+10 , -23 , +01 , +02
+10 , -23 , +01 , +02
+10 , -23 , +00 , +02
+10 , -23 , +00 , +02
+10 , -23 , +00 , +02
+10 , -23 , +00 , +02
+10 , -23 , +00 , +02
+10 , -23 , +00 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+10 , -23 , -01 , +02
+11 , -24 , -01 , +01
+10 , -24 , -02 , +01
+10 , -24 , -01 , +01
+10 , -24 , -01 , +02
+11 , -24 , -01 , +01
+11 , -24 , -01 , +01
+11 , -25 , -01 , +01
+10 , -24 , -01 , +01
+11 , -24 , -01 , +01
+11 , -24 , -02 , +01
+11 , -24 , -02 , +01
+11 , -24 , -02 , +01
+11 , -24 , -01 , +01
+11 , -24 , -02 , +01
+11 , -24 , -01 , +01
+11 , -24 , -01 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , -01 , +01
+11 , -24 , +00 , +01
+11 , -24 , -01 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -24 , +00 , +01
+11 , -25 , -01 , +01
