Time Start, Time End, x, y, Qx, Qy
1670599152408, 1670599152433, 1025.9364668631322, -26.387019589758523, 1020.0, 0.0
1670599152439, 1670599152471, 995.2356073936413, -21.34999048249398, 1020.0, 0.0
1670599152478, 1670599152502, 995.2356073936413, -21.34999048249398, 1020.0, 0.0
1670599152524, 1670599152528, 995.2356073936413, -21.34999048249398, 1020.0, 0.0
1670599152537, 1670599152553, 972.9001573930542, -14.0191644063122, 960.0, 0.0
1670599152565, 1670599152582, 972.9001573930542, -14.0191644063122, 960.0, 0.0
1670599152596, 1670599152613, 955.3328297235554, -32.164595055728114, 960.0, -60.0
1670599152621, 1670599152633, 936.8237616946981, -23.889417703993317, 960.0, 0.0
1670599152646, 1670599152680, 936.8237616946981, -23.889417703993317, 960.0, 0.0
1670599152682, 1670599152701, 936.8237616946981, -23.889417703993317, 960.0, 0.0
1670599152706, 1670599152716, 936.8237616946981, -23.889417703993317, 960.0, 0.0
1670599152736, 1670599152763, 932.0821260554005, 16.09848963372899, 960.0, 0.0
1670599152764, 1670599152790, 932.0821260554005, 16.09848963372899, 960.0, 0.0
1670599152792, 1670599152839, 932.0821260554005, 16.09848963372899, 960.0, 0.0
1670599152848, 1670599152861, 932.0821260554005, 16.09848963372899, 960.0, 0.0
1670599152871, 1670599152880, 932.0821260554005, 16.09848963372899, 960.0, 0.0
1670599152894, 1670599152912, 931.2702388660214, 33.97240616594158, 960.0, 60.0
1670599152918, 1670599152940, 931.2702388660214, 33.97240616594158, 960.0, 60.0
1670599152945, 1670599152965, 930.7046442768384, 38.29354670985887, 960.0, 60.0
1670599152971, 1670599152991, 915.6975378784581, 38.831364361346886, 900.0, 60.0
1670599152997, 1670599153020, 915.6975378784581, 38.831364361346886, 900.0, 60.0
1670599153026, 1670599153032, 930.7046442768384, 38.29354670985887, 960.0, 60.0
1670599153038, 1670599153068, 930.8262535356597, 55.09742938405928, 960.0, 60.0
1670599153073, 1670599153082, 930.8262535356597, 55.09742938405928, 960.0, 60.0
1670599153094, 1670599153114, 930.8262535356597, 55.09742938405928, 960.0, 60.0
1670599153120, 1670599153138, 930.8262535356597, 55.09742938405928, 960.0, 60.0
1670599153144, 1670599153164, 930.8262535356597, 55.09742938405928, 960.0, 60.0
1670599153169, 1670599153192, 930.8262535356597, 55.09742938405928, 960.0, 60.0
1670599153197, 1670599153254, 966.2638270985419, 92.87820593026548, 960.0, 120.0
1670599153266, 1670599153319, 966.2638270985419, 92.87820593026548, 960.0, 120.0
1670599153321, 1670599153342, 966.2638270985419, 92.87820593026548, 960.0, 120.0
1670599153344, 1670599153367, 966.2638270985419, 92.87820593026548, 960.0, 120.0
1670599153374, 1670599153404, 973.865321606083, 102.2965777358812, 960.0, 120.0
1670599153410, 1670599153433, 973.865321606083, 102.2965777358812, 960.0, 120.0
