30 , 160
25 , 175
32 , 167
28 , 162
33 , 161
35 , 156
36 , 147
33 , 162
33 , 162
30 , 170
25 , 171
24 , 191
31 , 183
33 , 176
29 , 177
29 , 177
24 , 191
17 , 229
8 , 249
14 , 223
10 , 236
10 , 236
13 , 241
22 , 211
14 , 235
19 , 234
-40 , 386
-56 , 442
-110 , 559
-151 , 678
-106 , 573
-75 , 488
-43 , 374
-22 , 310
-10 , 265
-104 , 472
-43 , 349
-51 , 386
-37 , 349
-227 , 853
-228 , 860
-97 , 498
-65 , 383
-16 , 273
-34 , 314
-44 , 338
-33 , 307
-4 , 253
-3 , 230
24 , 195
12 , 235
22 , 220
24 , 195
24 , 179
29 , 160
35 , 142
37 , 132
40 , 124
46 , 120
34 , 125
38 , 131
39 , 126
35 , 159
39 , 145
39 , 145
40 , 139
42 , 151
40 , 139
46 , 136
35 , 158
37 , 152
39 , 164
34 , 165
38 , 149
41 , 139
40 , 140
43 , 145
45 , 143
45 , 143
45 , 143
36 , 162
34 , 161
41 , 148
39 , 139
32 , 163
32 , 149
30 , 174
23 , 183
23 , 183
32 , 167
30 , 205
31 , 192
18 , 240
10 , 255
33 , 263
35 , 268
40 , 251
40 , 251
49 , 214
33 , 254
36 , 240
31 , 254
31 , 254
28 , 271
35 , 259
24 , 294
-2 , 374
-12 , 371
-63 , 503
-59 , 516
-21 , 408
-63 , 517
-63 , 517
-16 , 423
-32 , 471
-57 , 521
-60 , 508
-40 , 444
-40 , 444
-137 , 693
-29 , 410
-16 , 373
-5 , 342
7 , 314
-27 , 399
-25 , 409
-24 , 403
-66 , 512
-28 , 404
-2 , 343
10 , 315
23 , 273
21 , 268
17 , 253
21 , 233
25 , 232
13 , 294
10 , 289
-17 , 361
22 , 239
23 , 220
4 , 266
-26 , 363
-11 , 331
-2 , 305
12 , 270
3 , 311
-32 , 410
-35 , 400
-5 , 313
-7 , 306
-38 , 396
-53 , 454
-40 , 401
-8 , 336
-20 , 358
2 , 282
2 , 282
2 , 282
23 , 233
23 , 233
6 , 281
-5 , 342
2 , 308
-3 , 311
-18 , 330
-14 , 329
1 , 275
12 , 269
14 , 235
18 , 222
24 , 204
20 , 221
6 , 265
0 , 310
-23 , 368
-8 , 336
10 , 270
20 , 239
14 , 248
30 , 225
21 , 252
2 , 308
-5 , 304
-5 , 304
-5 , 304
6 , 281
13 , 263
18 , 259
23 , 245
20 , 239
18 , 281
23 , 264
3 , 316
-3 , 332
17 , 275
19 , 253
10 , 294
13 , 276
26 , 238
16 , 268
8 , 288
-16 , 357
-5 , 327
-34 , 395
-4 , 335
12 , 287
-16 , 357
4 , 309
12 , 287
-4 , 335
-30 , 394
7 , 314
21 , 273
26 , 257
27 , 244
17 , 275
3 , 316
3 , 316
-9 , 376
1 , 345
-10 , 387
-10 , 387
-42 , 463
-13 , 378
-13 , 378
-67 , 511
-67 , 511
-60 , 522
-42 , 463
-60 , 522
-133 , 717
-299 , 1162
-193 , 879
-126 , 728
-299 , 1162
-503 , 1723
-132 , 710
-92 , 598
-91 , 591
-41 , 456
-10 , 346
-10 , 346
5 , 296
-2 , 319
-5 , 313
7 , 271
12 , 270
19 , 233
22 , 214
7 , 258
6 , 290
-62 , 408
-30 , 329
-30 , 329
-57 , 407
-573 , 1442
-566 , 1488
1493 , -2801
-1247 , 2950
-574 , 1483
-225 , 774
