0, 0, 236, 14, 0, 0
0, 0, 225, 16, 0, 0
0, 0, 236, -2, 0, 0
0, 0, 222, 16, 0, 0
0, 0, 231, 7, 0, 0
0, 0, 262, -28, 0, 0
0, 0, 286, -43, 0, 0
0, 0, 351, -111, 0, 0
0, 0, 314, -75, 0, 0
0, 0, 356, -112, 0, 0
0, 0, 345, -88, 0, 0
0, 0, 399, -138, 0, 0
0, 0, 676, -383, 0, 0
0, 0, 649, -342, 0, 0
0, 0, 649, -342, 0, 0
0, 0, 1233, -884, 0, 0
0, 0, 78892603330511024, -71035219103977136, 0, 0
0, 0, -433, 617, 0, 0
0, 0, -247, 445, 0, 0
0, 0, -399, 575, 0, 0
0, 0, -225, 422, 0, 0
0, 0, -103, 316, 0, 0
0, 0, -147, 348, 0, 0
0, 0, -143, 347, 0, 0
0, 0, -64, 272, 0, 0
0, 0, -48, 261, 0, 0
0, 0, -68, 283, 0, 0
0, 0, -64, 272, 0, 0
0, 0, -42, 250, 0, 0
0, 0, -64, 272, 0, 0
0, 0, -38, 249, 0, 0
0, 0, -38, 249, 0, 0
0, 0, -34, 253, 0, 0
0, 0, -60, 271, 0, 0
0, 0, -57, 275, 0, 0
0, 0, -53, 273, 0, 0
0, 0, -53, 268, 0, 0
0, 0, -30, 241, 0, 0
0, 0, -3, 219, 0, 0
0, 0, -27, 245, 0, 0
0, 0, -14, 230, 0, 0
0, 0, -7, 219, 0, 0
0, 0, -17, 224, 0, 0
0, 0, -16, 219, 0, 0
0, 0, -31, 234, 0, 0
0, 0, -27, 237, 0, 0
0, 0, -27, 232, 0, 0
0, 0, -7, 219, 0, 0
0, 0, 6, 202, 0, 0
0, 0, 12, 194, 0, 0
0, 0, 18, 186, 0, 0
0, 0, 14, 192, 0, 0
0, 0, 5, 201, 0, 0
0, 0, -1, 204, 0, 0
0, 0, -1, 204, 0, 0
0, 0, 9, 200, 0, 0
0, 0, 8, 195, 0, 0
0, 0, 6, 202, 0, 0
0, 0, 10, 195, 0, 0
0, 0, 10, 195, 0, 0
0, 0, 15, 188, 0, 0
0, 0, 11, 189, 0, 0
0, 0, 6, 196, 0, 0
0, 0, 10, 190, 0, 0
0, 0, 10, 190, 0, 0
0, 0, 9, 190, 0, 0
0, 0, 14, 188, 0, 0
0, 0, 8, 195, 0, 0
0, 0, 14, 193, 0, 0
0, 0, 13, 188, 0, 0
0, 0, 17, 187, 0, 0
0, 0, 11, 184, 0, 0
0, 0, 10, 189, 0, 0
0, 0, 13, 188, 0, 0
0, 0, 14, 187, 0, 0
0, 0, 17, 181, 0, 0
0, 0, 16, 182, 0, 0
0, 0, 16, 192, 0, 0
0, 0, 17, 187, 0, 0
0, 0, 20, 181, 0, 0
0, 0, 28, 174, 0, 0
0, 0, 25, 175, 0, 0
