1670598868460,8401,-72,-30,18,-74,38,6501
1670598868464,8401,-88,18,-8,-72,38,6503
1670598868469,8401,-75,-32,-12,-74,37,6502
1670598868474,8401,-69,50,34,-74,39,6504
1670598868479,8401,-77,20,-8,-68,39,6503
1670598868482,8401,-73,-30,18,-70,39,6501
1670598868493,8401,-65,-32,-12,-73,39,6502
1670598868506,8401,-82,-30,18,-77,37,6501
1670598868506,8401,-75,50,34,-77,38,6504
1670598868519,8401,-77,-32,-12,-75,37,6502
1670598868532,8401,-73,50,34,-72,39,6504
1670598868537,8401,-84,20,-8,-67,39,6503
1670598868543,8401,-67,-32,-12,-70,39,6502
1670598868555,8401,-71,50,34,-74,37,6504
1670598868559,8401,-75,-30,18,-65,39,6501
1670598868562,8401,-89,20,-8,-73,37,6503
1670598868565,8401,-82,-32,-12,-75,37,6502
1670598868579,8401,-82,48,32,-75,38,6504
1670598868586,8401,-78,18,-2,-66,39,6503
1670598868588,8401,-81,-30,18,-73,38,6501
1670598868606,8401,-73,44,32,-71,39,6504
1670598868609,8401,-89,18,-2,-72,37,6503
1670598868619,8401,-74,-30,18,-66,39,6501
1670598868620,8401,-69,-32,-12,-74,38,6502
1670598868634,8401,-73,44,32,-74,37,6504
1670598868635,8401,-87,18,-2,-70,38,6503
1670598868646,8401,-75,-30,16,-74,37,6501
1670598868663,8401,-72,18,-2,-63,39,6503
1670598868663,8401,-72,42,32,-74,37,6504
1670598868669,8401,-77,-30,16,-73,38,6501
1670598868691,8401,-76,-30,16,-73,37,6501
1670598868692,8401,-89,18,-2,-70,38,6503
1670598868694,8401,-71,42,32,-72,39,6504
1670598868707,8401,-74,-30,16,-75,38,6501
1670598868707,8401,-83,-32,-12,-74,37,6502
1670598868721,8401,-87,18,-8,-72,37,6503
1670598868721,8401,-71,42,32,-74,37,6504
1670598868722,8401,-68,-32,-12,-71,38,6502
1670598868735,8401,-76,-32,14,-70,39,6501
1670598868736,8401,-73,42,32,-74,38,6504
1670598868750,8401,-88,18,-8,-70,38,6503
1670598868751,8401,-80,-32,-12,-75,37,6502
1670598868765,8401,-72,18,-8,-67,39,6503
1670598868766,8401,-71,42,32,-75,37,6504
1670598868767,8401,-70,-32,-12,-70,38,6502
1670598868770,8401,-80,-32,10,-72,37,6501
1670598868778,8401,-70,42,32,-73,38,6504
1670598868794,8401,-82,16,-12,-70,38,6503
1670598868797,8401,-67,-32,-12,-68,39,6502
1670598868798,8401,-81,-34,0,-73,37,6501
1670598868809,8401,-70,42,32,-75,39,6504
1670598868817,8401,-70,16,-22,-67,39,6503
1670598868824,8401,-71,-42,-4,-70,39,6501
1670598868838,8401,-78,-32,-12,-73,37,6502
1670598868844,8401,-71,42,32,-78,37,6504
1670598868846,8401,-85,-52,-8,-74,37,6501
1670598868865,8401,-66,42,32,-73,39,6504
1670598868868,8401,-64,-32,-12,-66,39,6502
1670598868873,8401,-89,16,-22,-71,37,6503
1670598868876,8401,-67,-54,-14,-69,38,6501
1670598868888,8401,-71,42,32,-78,37,6504
1670598868891,8401,-88,-32,-12,-73,37,6502
1670598868901,8401,-84,16,-24,-70,37,6503
1670598868913,8401,-69,42,32,-74,38,6504
1670598868915,8401,-68,-34,-12,-70,38,6502
1670598868926,8401,-76,16,-26,-69,38,6503
1670598868930,8401,-79,-54,-14,-77,37,6501
1670598868935,8401,-62,-34,-12,-66,39,6502
1670598868942,8401,-63,42,32,-74,39,6504
1670598868950,8401,-69,18,-26,-66,39,6503
1670598868959,8401,-65,-58,-14,-68,39,6501
1670598868962,8401,-68,-34,-12,-72,38,6502
1670598868970,8401,-69,42,32,-73,38,6504
1670598868977,8401,-85,18,-26,-72,37,6503
1670598868984,8401,-83,-58,-14,-76,37,6501
1670598868991,8401,-63,-34,-12,-65,39,6502
1670598868998,8401,-62,42,32,-72,39,6504
1670598869006,8401,-69,18,-26,-66,39,6503
1670598869008,8401,-65,-58,-14,-68,39,6501
1670598869019,8401,-68,-34,-12,-74,38,6502
1670598869024,8401,-67,42,32,-75,37,6504
1670598869031,8401,-87,18,-26,-73,37,6503
1670598869036,8401,-85,-62,-14,-76,37,6501
1670598869047,8401,-64,-34,-12,-66,39,6502
1670598869053,8401,-61,42,32,-72,39,6504
1670598869061,8401,-71,-62,-14,-70,38,6501
1670598869061,8401,-81,-34,-14,-73,37,6502
1670598869061,8401,-74,18,-26,-69,38,6503
1670598869067,8401,-66,42,32,-74,37,6504
1670598869088,8401,-87,18,-26,-74,37,6503
1670598869090,8401,-63,-62,-14,-69,39,6501
1670598869091,8401,-68,-34,-14,-73,38,6502
1670598869098,8401,-61,42,32,-71,39,6504
1670598869111,8401,-67,18,-26,-66,39,6503
1670598869114,8401,-71,-62,-14,-69,38,6501
1670598869122,8401,-66,-38,-16,-66,39,6502
1670598869127,8401,-63,-62,-14,-69,39,6501
1670598869127,8401,-65,42,32,-73,37,6504
1670598869137,8401,-87,18,-26,-75,37,6503
1670598869151,8401,-81,-38,-16,-74,37,6502
1670598869156,8401,-80,-62,-14,-79,37,6501
1670598869158,8401,-61,42,32,-72,39,6504
1670598869164,8401,-74,18,-12,-69,38,6503
1670598869174,8401,-68,-38,-16,-66,39,6502
1670598869179,8401,-70,44,32,-72,38,6504
1670598869180,8401,-69,-62,-8,-67,38,6501
1670598869186,8401,-80,-38,-18,-76,37,6502
1670598869194,8401,-70,20,-12,-71,39,6503
1670598869195,8401,-62,44,38,-71,39,6504
1670598869209,8401,-64,-62,-4,-69,39,6501
1670598869217,8401,-67,-38,-18,-75,38,6502
1670598869217,8401,-77,20,-12,-71,38,6503
1670598869221,8401,-78,-62,-4,-79,37,6501
1670598869230,8401,-69,20,-12,-73,39,6503
1670598869239,8401,-74,-38,-18,-67,39,6502
1670598869273,8401,-77,-60,-4,-79,37,6501
1670598869274,8401,-65,44,40,-72,37,6504
1670598869281,8401,-88,20,-12,-77,37,6503
1670598869284,8401,-76,-38,-18,-68,39,6502
1670598869290,8401,-71,50,40,-71,38,6504
1670598869297,8401,-68,-58,-4,-68,38,6501
1670598869310,8401,-81,22,-12,-75,38,6503
1670598869311,8401,-69,-40,-18,-72,38,6502
1670598869326,8401,-77,-58,-4,-78,37,6501
1670598869332,8401,-69,22,-12,-80,39,6503
1670598869334,8401,-73,-40,-18,-68,39,6502
1670598869334,8401,-65,50,46,-71,37,6504
1670598869348,8401,-91,22,-12,-76,38,6503
1670598869354,8401,-69,-58,-4,-67,38,6501
1670598869357,8401,-78,-40,-18,-78,37,6502
1670598869363,8401,-72,50,46,-71,38,6504
1670598869377,8401,-67,22,-12,-75,39,6503
1670598869379,8401,-63,-54,-2,-69,39,6501
1670598869387,8401,-70,-40,-18,-66,39,6502
1670598869393,8401,-66,50,46,-72,37,6504
1670598869399,8401,-83,22,-12,-77,37,6503
1670598869407,8401,-76,-48,-2,-75,37,6501
1670598869412,8401,-77,-40,-16,-74,37,6502
1670598869430,8401,-68,22,-12,-73,39,6503
1670598869436,8401,-64,-48,2,-70,39,6501
1670598869439,8401,-81,-40,-12,-72,38,6502
1670598869439,8401,-73,50,46,-72,38,6504
1670598869455,8401,-83,22,-12,-75,37,6503
1670598869462,8401,-74,-46,2,-74,37,6501
1670598869467,8401,-66,50,46,-74,39,6504
1670598869468,8401,-69,-38,-12,-66,39,6502
1670598869480,8401,-84,22,-12,-72,38,6503
1670598869486,8401,-72,-46,8,-74,38,6501
1670598869494,8401,-87,-38,-10,-74,38,6502
1670598869501,8401,-73,50,46,-75,38,6504
1670598869514,8401,-71,-46,8,-71,39,6501
1670598869523,8401,-67,-40,-10,-65,39,6502
1670598869530,8401,-70,52,46,-74,39,6504
1670598869537,8401,-83,22,-12,-70,38,6503
1670598869542,8401,-70,-46,8,-75,38,6501
1670598869546,8401,-88,-40,-10,-76,37,6502
1670598869553,8401,-74,52,46,-76,37,6504
1670598869566,8401,-73,22,-12,-72,39,6503
1670598869569,8401,-65,-46,10,-71,39,6501
1670598869573,8401,-79,-40,-10,-73,38,6502
1670598869581,8401,-77,-46,10,-77,37,6501
1670598869582,8401,-85,22,-12,-75,37,6503
1670598869587,8401,-71,52,46,-78,38,6504
1670598869602,8401,-80,-40,-12,-78,37,6502
1670598869608,8401,-80,22,-12,-71,38,6503
1670598869611,8401,-66,-46,10,-73,38,6501
1670598869616,8401,-70,52,46,-77,37,6504
1670598869636,8401,-85,-40,-12,-69,38,6502
1670598869643,8401,-74,-46,12,-76,37,6501
1670598869643,8401,-69,52,46,-77,38,6504
1670598869644,8401,-90,22,-12,-83,37,6503
1670598869651,8401,-84,-40,-16,-63,39,6502
1670598869659,8401,-66,52,46,-73,39,6504
1670598869669,8401,-70,-46,12,-82,38,6501
1670598869671,8401,-80,22,-12,-72,38,6503
1670598869680,8401,-80,-38,-16,-78,37,6502
1670598869684,8401,-82,22,-12,-84,37,6503
1670598869687,8401,-73,52,46,-81,37,6504
1670598869698,8401,-71,-46,12,-73,39,6501
1670598869708,8401,-80,-46,10,-79,37,6501
1670598869708,8401,-87,-38,-16,-77,37,6502
1670598869715,8401,-80,22,-12,-70,38,6503
1670598869717,8401,-71,52,46,-76,38,6504
1670598869729,8401,-76,-38,-18,-71,38,6502
1670598869743,8401,-65,52,46,-74,39,6504
1670598869745,8401,-82,18,-14,-77,37,6503
1670598869746,8401,-78,-46,10,-76,38,6501
1670598869757,8401,-78,-38,-18,-67,39,6502
1670598869769,8401,-81,-38,-16,-73,37,6502
1670598869770,8401,-73,-46,10,-69,39,6501
1670598869770,8401,-82,18,-18,-70,38,6503
1670598869771,8401,-77,52,46,-82,37,6504
1670598869781,8401,-79,-46,10,-74,37,6501
1670598869787,8401,-65,52,18,-73,39,6504
1670598869799,8401,-71,18,-18,-69,39,6503
1670598869801,8401,-67,-38,-14,-71,38,6502
1670598869812,8401,-79,16,-18,-76,37,6503
1670598869816,8401,-72,-46,12,-73,38,6501
1670598869820,8401,-73,52,18,-83,37,6504
1670598869829,8401,-81,-38,-8,-68,39,6502
1670598869841,8401,-71,-46,14,-65,39,6501
1670598869843,8401,-70,-38,-6,-70,37,6502
1670598869844,8401,-67,52,18,-72,39,6504
1670598869849,8401,-71,16,-22,-70,38,6503
1670598869852,8401,-73,-46,14,-74,38,6501
1670598869856,8401,-72,52,18,-85,37,6504
1670598869873,8401,-70,14,-22,-70,39,6503
1670598869875,8401,-65,-38,0,-73,38,6502
1670598869882,8401,-75,52,18,-80,38,6504
1670598869883,8401,-76,10,-22,-82,37,6503
1670598869885,8401,-71,-46,14,-65,39,6501
1670598869899,8401,-79,-38,0,-68,39,6502
1670598869906,8401,-74,52,18,-71,39,6504
1670598869911,8401,-71,-46,14,-67,39,6501
1670598869913,8401,-65,-36,0,-75,38,6502
1670598869919,8401,-71,8,-22,-71,38,6503
1670598869919,8401,-77,52,18,-81,38,6504
1670598869925,8401,-80,-46,14,-81,37,6501
1670598869943,8401,-79,-34,0,-66,39,6502
1670598869943,8401,-80,8,-22,-71,39,6503
1670598869950,8401,-77,52,18,-71,39,6504
1670598869955,8401,-74,8,-22,-71,38,6503
1670598869970,8401,-78,-34,0,-76,37,6502
1670598869976,8401,-80,52,18,-81,38,6504
1670598869981,8401,-83,-48,18,-80,37,6501
1670598869988,8401,-81,8,-22,-72,39,6503
1670598869993,8401,-70,-32,0,-78,38,6502
1670598870007,8401,-75,-48,20,-74,38,6501
1670598870013,8401,-78,8,-22,-85,37,6503
1670598870022,8401,-73,-32,-4,-65,39,6502
1670598870036,8401,-69,-46,22,-70,39,6501
1670598870036,8401,-75,8,-22,-73,38,6503
1670598870047,8401,-81,-32,-4,-74,37,6502
1670598870050,8401,-76,-46,22,-72,38,6501
1670598870055,8401,-72,52,18,-81,38,6504
1670598870064,8401,-80,8,-26,-80,37,6503
1670598870071,8401,-75,-32,-6,-73,38,6502
1670598870080,8401,-73,52,18,-72,39,6504
1670598870081,8401,-86,-50,24,-84,37,6501
1670598870092,8401,-77,6,-32,-74,39,6503
1670598870100,8401,-66,-32,-8,-65,39,6502
1670598870105,8401,-73,52,18,-83,37,6504
1670598870116,8401,-77,6,-34,-73,38,6503
1670598870123,8401,-74,-32,-10,-71,38,6502
1670598870126,8401,-69,-50,24,-69,39,6501
1670598870129,8401,-70,52,18,-74,39,6504
