1670598939663,8401,-71,-34,-2,-70,38,6502
1670598939672,8401,-67,48,28,-75,38,6504
1670598939675,8401,-79,-38,26,-74,38,6501
1670598939677,8401,-68,-34,-2,-69,39,6502
1670598939682,8401,-73,14,-6,-71,38,6503
1670598939686,8401,-64,48,28,-74,39,6504
1670598939697,8401,-72,14,-6,-65,39,6503
1670598939705,8401,-81,-38,26,-73,38,6501
1670598939710,8401,-70,-32,-2,-77,37,6502
1670598939720,8401,-77,48,28,-82,37,6504
1670598939730,8401,-72,-38,32,-67,39,6501
1670598939731,8401,-89,14,-6,-71,37,6503
1670598939742,8401,-67,-32,-2,-69,39,6502
1670598939751,8401,-69,48,28,-76,38,6504
1670598939756,8401,-72,-38,32,-75,37,6501
1670598939761,8401,-76,14,-6,-71,38,6503
1670598939770,8401,-69,-32,-2,-72,38,6502
1670598939779,8401,-68,48,28,-75,38,6504
1670598939787,8401,-77,-38,34,-71,38,6501
1670598939789,8401,-86,16,-6,-72,37,6503
1670598939796,8401,-67,-32,-4,-69,39,6502
1670598939806,8401,-65,48,28,-74,39,6504
1670598939816,8401,-74,-38,34,-70,39,6501
1670598939816,8401,-86,16,-6,-72,38,6503
1670598939821,8401,-71,-32,-4,-74,37,6502
1670598939831,8401,-77,48,28,-82,37,6504
1670598939841,8401,-79,-38,34,-72,37,6501
1670598939842,8401,-77,16,-6,-66,39,6503
1670598939852,8401,-70,-32,-4,-74,38,6502
1670598939861,8401,-68,48,28,-76,38,6504
1670598939867,8401,-75,-38,34,-70,38,6501
1670598939871,8401,-80,16,-6,-73,37,6503
1670598939881,8401,-73,-32,-4,-75,37,6502
1670598939891,8401,-64,48,28,-76,39,6504
1670598939901,8401,-80,16,-6,-72,38,6503
1670598939907,8401,-71,-32,-6,-74,38,6502
1670598939908,8401,-82,-38,34,-73,37,6501
1670598939915,8401,-75,50,28,-80,37,6504
1670598939939,8401,-76,-38,34,-70,38,6501
1670598939943,8401,-63,50,28,-75,39,6504
1670598939945,8401,-84,16,-6,-66,39,6503
1670598939967,8401,-77,-38,32,-68,39,6501
1670598939979,8401,-78,-36,32,-73,37,6501
1670598939981,8401,-69,50,28,-76,38,6504
1670598939983,8401,-70,-32,-6,-71,38,6502
1670598939995,8401,-85,16,-6,-71,38,6503
1670598940005,8401,-63,-32,-6,-71,39,6502
1670598940008,8401,-70,-36,26,-71,38,6501
1670598940014,8401,-64,50,28,-74,39,6504
1670598940025,8401,-83,16,-6,-67,39,6503
1670598940031,8401,-70,-32,-8,-76,37,6502
1670598940037,8401,-69,-36,24,-64,39,6501
1670598940040,8401,-78,50,28,-78,37,6504
1670598940051,8401,-79,-36,24,-76,37,6501
1670598940051,8401,-80,16,-8,-74,37,6503
1670598940053,8401,-70,-32,-6,-73,38,6502
1670598940055,8401,-71,50,28,-76,38,6504
1670598940067,8401,-78,16,-8,-65,39,6503
1670598940069,8401,-66,-32,-6,-73,39,6502
1670598940083,8401,-71,-36,24,-73,38,6501
1670598940084,8401,-64,50,28,-74,39,6504
1670598940093,8401,-81,16,-8,-74,37,6503
1670598940103,8401,-77,-32,-6,-74,37,6502
1670598940111,8401,-75,50,30,-75,37,6504
1670598940118,8401,-72,-32,-6,-72,38,6502
1670598940119,8401,-74,50,30,-78,38,6504
1670598940122,8401,-81,18,-10,-68,38,6503
1670598940127,8401,-83,-36,26,-75,37,6501
1670598940148,8401,-68,-32,-4,-70,39,6502
1670598940148,8401,-68,50,30,-69,39,6504
1670598940153,8401,-81,-36,26,-72,38,6501
1670598940161,8401,-68,-32,-4,-70,38,6502
1670598940164,8401,-74,50,32,-78,38,6504
1670598940169,8401,-74,18,-12,-66,39,6503
1670598940181,8401,-73,18,-12,-68,38,6503
