234  ,  158
234  ,  155
234  ,  157
232  ,  158
234  ,  158
234  ,  155
234  ,  160
234  ,  160
234  ,  160
234  ,  160
234  ,  160
234  ,  160
234  ,  160
234  ,  160
232  ,  160
232  ,  160
230  ,  164
232  ,  164
229  ,  168
232  ,  168
229  ,  170
229  ,  170
229  ,  174
229  ,  174
227  ,  170
229  ,  170
229  ,  170
227  ,  164
227  ,  164
227  ,  161
230  ,  157
232  ,  157
232  ,  157
232  ,  157
230  ,  160
230  ,  157
230  ,  162
230  ,  166
232  ,  162
232  ,  159
232  ,  159
230  ,  162
230  ,  162
230  ,  162
230  ,  162
230  ,  159
227  ,  163
227  ,  163
230  ,  162
227  ,  166
230  ,  164
230  ,  164
230  ,  166
230  ,  166
230  ,  170
230  ,  170
230  ,  170
230  ,  170
230  ,  170
230  ,  170
230  ,  170
230  ,  166
230  ,  166
230  ,  168
230  ,  166
227  ,  170
230  ,  166
227  ,  163
227  ,  163
230  ,  162
230  ,  162
230  ,  162
230  ,  162
230  ,  159
230  ,  161
232  ,  161
227  ,  159
227  ,  161
230  ,  165
230  ,  165
230  ,  165
230  ,  165
230  ,  167
230  ,  168
234  ,  170
234  ,  168
234  ,  174
234  ,  170
236  ,  174
236  ,  174
236  ,  174
234  ,  176
234  ,  174
234  ,  174
234  ,  170
234  ,  170
232  ,  170
234  ,  170
232  ,  167
232  ,  170
232  ,  176
232  ,  176
232  ,  176
228  ,  172
230  ,  176
230  ,  172
230  ,  170
230  ,  174
230  ,  170
230  ,  176
227  ,  170
227  ,  170
230  ,  170
232  ,  170
230  ,  174
230  ,  174
230  ,  174
229  ,  176
229  ,  176
229  ,  176
229  ,  176
229  ,  176
229  ,  176
229  ,  180
229  ,  176
232  ,  176
229  ,  176
229  ,  176
229  ,  182
229  ,  182
229  ,  180
231  ,  180
231  ,  176
231  ,  177
230  ,  170
229  ,  174
229  ,  174
229  ,  172
229  ,  172
229  ,  172
227  ,  176
227  ,  178
224  ,  178
227  ,  178
227  ,  176
227  ,  178
229  ,  178
232  ,  174
232  ,  174
228  ,  176
228  ,  174
228  ,  174
228  ,  174
228  ,  170
225  ,  170
225  ,  166
225  ,  172
228  ,  170
225  ,  170
225  ,  168
228  ,  168
225  ,  168
227  ,  170
225  ,  170
227  ,  174
227  ,  174
227  ,  174
230  ,  174
227  ,  178
227  ,  178
227  ,  178
227  ,  180
225  ,  180
227  ,  180
225  ,  176
225  ,  180
227  ,  178
229  ,  178
227  ,  178
229  ,  178
229  ,  180
232  ,  179
232  ,  176
229  ,  176
234  ,  172
232  ,  172
232  ,  170
232  ,  170
232  ,  172
232  ,  172
230  ,  168
232  ,  168
232  ,  172
232  ,  172
232  ,  172
232  ,  170
232  ,  170
229  ,  172
230  ,  166
230  ,  170
230  ,  168
230  ,  168
230  ,  170
229  ,  174
230  ,  170
230  ,  170
230  ,  170
231  ,  174
232  ,  170
230  ,  170
230  ,  170
230  ,  170
227  ,  170
229  ,  174
230  ,  170
230  ,  166
230  ,  170
230  ,  168
230  ,  168
232  ,  170
232  ,  170
230  ,  166
230  ,  166
230  ,  166
230  ,  170
232  ,  170
232  ,  172
230  ,  172
232  ,  172
232  ,  168
230  ,  168
230  ,  168
230  ,  165
227  ,  165
227  ,  168
230  ,  165
230  ,  165
230  ,  168
230  ,  168
227  ,  166
227  ,  170
227  ,  170
227  ,  166
227  ,  166
227  ,  166
227  ,  166
230  ,  165
230  ,  165
227  ,  168
227  ,  165
227  ,  165
230  ,  167
227  ,  166
230  ,  167
225  ,  170
230  ,  170
225  ,  170
227  ,  166
227  ,  166
227  ,  166
228  ,  172
228  ,  172
227  ,  170
230  ,  170
227  ,  166
227  ,  166
230  ,  170
230  ,  165
230  ,  170
227  ,  170
230  ,  170
227  ,  170
227  ,  174
227  ,  174
227  ,  174
227  ,  170
227  ,  170
227  ,  170
227  ,  170
227  ,  174
227  ,  170
227  ,  168
225  ,  168
225  ,  172
225  ,  170
224  ,  172
224  ,  172
224  ,  176
224  ,  178
224  ,  178
224  ,  178
224  ,  178
224  ,  176
224  ,  176
224  ,  176
224  ,  176
224  ,  176
227  ,  174
227  ,  180
227  ,  180
227  ,  174
227  ,  176
224  ,  176
224  ,  176
227  ,  176
227  ,  176
227  ,  170
227  ,  170
229  ,  174
226  ,  174
226  ,  176
226  ,  174
225  ,  172
224  ,  176
224  ,  174
224  ,  174
227  ,  170
226  ,  174
227  ,  172
226  ,  174
226  ,  174
223  ,  178
226  ,  180
226  ,  178
226  ,  176
226  ,  176
227  ,  172
227  ,  172
226  ,  174
229  ,  172
226  ,  174
229  ,  172
229  ,  176
229  ,  176
229  ,  174
229  ,  172
231  ,  172
229  ,  172
232  ,  170
229  ,  174
229  ,  166
230  ,  166
230  ,  168
230  ,  168
230  ,  168
230  ,  168
227  ,  168
227  ,  168
230  ,  168
230  ,  168
230  ,  168
229  ,  172
227  ,  172
229  ,  172
229  ,  172
229  ,  172
227  ,  172
227  ,  172
229  ,  172
230  ,  166
230  ,  170
230  ,  170
227  ,  166
227  ,  166
227  ,  166
230  ,  168
227  ,  168
230  ,  166
229  ,  172
230  ,  170
230  ,  170
230  ,  168
230  ,  162
227  ,  165
230  ,  165
232  ,  168
232  ,  170
230  ,  174
230  ,  174
230  ,  174
230  ,  174
230  ,  174
227  ,  174
232  ,  172
229  ,  172
230  ,  172
232  ,  172
232  ,  168
230  ,  168
232  ,  172
232  ,  168
230  ,  167
230  ,  167
230  ,  170
230  ,  167
232  ,  167
230  ,  167
232  ,  163
229  ,  161
230  ,  165
229  ,  161
229  ,  161
232  ,  167
232  ,  167
230  ,  170
230  ,  170
230  ,  176
230  ,  172
230  ,  170
230  ,  170
230  ,  174
230  ,  170
227  ,  170
227  ,  170
227  ,  168
227  ,  168
230  ,  168
230  ,  168
230  ,  168
227  ,  168
230  ,  168
230  ,  166
230  ,  162
230  ,  166
230  ,  166
230  ,  162
230  ,  166
227  ,  163
227  ,  163
230  ,  162
230  ,  162
230  ,  162
230  ,  162
229  ,  159
230  ,  162
230  ,  166
230  ,  166
232  ,  168
